condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
A2_REWARD_OFF,0,0,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.6000000000000001,0.0,0.6000000000000001,6,0.1154761904761905,False,False,False,1.3617465283318855,5
A2_REWARD_OFF,0,0,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.0,0.0,0.0,0,0.03174603174603176,False,False,False,2.080515521662022,5
A2_REWARD_OFF,0,0,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.30000000000000004,0.0,0.30000000000000004,3,0.05833333333333337,False,False,False,4.873578060254018,7
A2_REWARD_OFF,0,0,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.1,0.0,0.1,1,0.047023809523809516,False,False,False,2.385812507502907,5
A2_REWARD_OFF,0,0,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 0)",0.1,0.0,0.1,1,0.05619047619047617,False,False,False,5.814312866622743,7
A2_REWARD_OFF,0,0,16,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",0.0,0.0,0.0,0,0.04761904761904759,False,False,False,1.4698822880366356,4
A2_REWARD_OFF,0,0,17,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 3)",0.0,0.0,0.0,0,0.03174603174603176,False,False,False,1.890923954703302,4
A2_REWARD_OFF,0,0,18,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 2)",0.30000000000000004,0.0,0.30000000000000004,3,0.09345238095238097,False,False,False,2.0472781213699687,4
A2_REWARD_OFF,0,0,19,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.09285714285714285,False,False,False,1.253678962741613,7
A2_REWARD_OFF,0,0,20,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 2)",0.4,0.0,0.4,4,0.08492063492063491,False,False,False,3.278846840120587,5
A2_REWARD_OFF,0,0,21,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",0.1,0.0,0.1,1,0.07023809523809521,False,False,False,1.3696752804937937,4
A2_REWARD_OFF,0,0,22,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 2)",0.0,0.0,0.0,0,0.039682539682539666,False,False,False,2.7382889279755847,6
A2_REWARD_OFF,0,0,23,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 2)",-0.25,0.0,-0.25,0,0.35535714285714287,True,False,False,2.2680272884820547,4
A2_REWARD_OFF,0,0,24,USE_OBJECT,USE_OBJECT {KK_KEY_OBJECT} ON {KK_DOOR_CELL},"USE_OBJECT {KK_KEY_OBJECT} ON {KK_DOOR_CELL}|KK_DOOR_CELL=(3, 2),KK_KEY_OBJECT='key#1'",0.1,0.0,0.1,1,0.047619047619047616,False,False,False,1.085161592404456,4
A2_REWARD_OFF,0,0,25,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",-0.05,0.0,-0.05,0,0.04761904761904759,False,False,False,0.48238215506267407,3
A2_REWARD_OFF,0,0,26,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.05238095238095238,False,False,False,4.710203289082339,5
A2_REWARD_OFF,0,0,27,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 3)",0.1,0.0,0.1,1,0.05476190476190474,False,False,False,1.5929804229813131,3
A2_REWARD_OFF,0,0,28,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.04190476190476191,False,False,False,5.77302655498241,5
A2_REWARD_OFF,0,0,29,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 3)",0.1,0.0,0.1,1,0.04107142857142856,False,False,False,2.7232981248999066,3
A2_REWARD_OFF,0,0,30,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 2)",0.5,0.0,0.5,5,0.03492063492063493,False,False,False,7.089278992391595,7
A2_REWARD_OFF,0,0,31,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 3)",0.1,0.0,0.1,1,0.09285714285714285,False,False,False,1.3622528582754259,6
A2_REWARD_OFF,0,0,32,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",0.1,0.0,0.1,1,0.03285714285714286,False,False,False,3.7264742125830215,3
A2_REWARD_OFF,0,0,33,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 1)",0.5,0.0,0.5,5,0.029931972789115645,False,False,False,7.60116945451283,7
A2_REWARD_OFF,0,0,34,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 2)",1.2,1.0,0.2,2,0.4071428571428571,False,True,True,3.3875911240703953,6
A2_REWARD_OFF,0,1,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5,0.0,0.5,5,0.046825396825396826,False,False,False,7.742817458285055,12
A2_REWARD_OFF,0,1,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7000000000000001,0.0,0.7000000000000001,7,0.04642857142857142,False,False,False,5.700985803517391,11
A2_REWARD_OFF,0,1,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.1,0.0,0.1,1,0.056666666666666636,False,False,False,8.898833304322379,5
A2_REWARD_OFF,0,1,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.4,0.0,0.4,4,0.06984126984126984,False,False,False,8.515978022395032,10
A2_REWARD_OFF,0,1,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2,0.0,0.2,2,0.05986394557823129,False,False,False,9.796148486356843,9
A2_REWARD_OFF,0,1,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.1,0.0,0.1,1,0.061904761904761886,False,False,False,3.4965273838033264,7
A2_REWARD_OFF,0,1,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.0,0.0,0.0,0,0.03174603174603176,False,False,False,2.080470116149476,5
A2_REWARD_OFF,0,1,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 3)",0.1,0.0,0.1,1,0.03714285714285714,False,False,False,5.4821814699713824,7
A2_REWARD_OFF,0,1,9,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",0.0,0.0,0.0,0,0.02380952380952381,False,False,False,3.120630690953194,4
A2_REWARD_OFF,0,1,10,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.0401360544217687,False,False,False,7.073834098772448,8
A2_REWARD_OFF,0,1,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.1,0.0,0.1,1,0.047023809523809544,False,False,False,6.732168592656592,6
A2_REWARD_OFF,0,1,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 3)",0.1,0.0,0.1,1,0.047142857142857146,False,False,False,4.548939646948533,3
A2_REWARD_OFF,0,1,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.06984126984126983,False,False,False,5.409019171319509,5
A2_REWARD_OFF,0,1,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",0.1,0.0,0.1,1,0.039285714285714285,False,False,False,4.891067095712906,3
A2_REWARD_OFF,0,1,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 3)",0.5,0.0,0.5,5,0.05238095238095238,False,False,False,6.35176408903715,5
A2_REWARD_OFF,0,1,16,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 2)",0.1,0.0,0.1,1,0.03531746031746031,False,False,False,3.2410568821590493,4
A2_REWARD_OFF,0,1,17,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 2)",0.5,0.0,0.5,5,0.036507936507936496,False,False,False,7.656877734846081,8
A2_REWARD_OFF,0,1,18,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 3)",0.5,0.0,0.5,5,0.07777777777777779,False,False,False,5.887719386225804,7
A2_REWARD_OFF,0,1,19,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 2)",0.1,0.0,0.1,1,0.07023809523809521,False,False,False,1.46976467366569,7
A2_REWARD_OFF,0,1,20,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",0.7000000000000001,0.0,0.7000000000000001,7,0.13888888888888887,False,False,False,3.1804100539146267,11
A2_REWARD_OFF,0,1,21,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.1,0.0,0.1,1,0.09285714285714285,False,False,False,1.472883441533986,13
A2_REWARD_OFF,0,1,22,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 0)",0.1,0.0,0.1,1,0.09285714285714286,False,False,False,1.4727453941662152,11
A2_REWARD_OFF,0,1,23,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 1)",0.5,0.0,0.5,5,0.09285714285714285,False,False,False,1.4721302608255982,8
A2_REWARD_OFF,0,1,24,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 0)",0.1,0.0,0.1,1,0.07023809523809521,False,False,False,1.4698861578651066,7
A2_REWARD_OFF,0,1,25,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 2)",0.4,0.0,0.4,4,0.10079365079365078,False,False,False,4.464169372643648,13
A2_REWARD_OFF,0,1,26,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 0)",0.30000000000000004,0.0,0.30000000000000004,3,0.09285714285714285,False,False,False,1.481002359317936,12
A2_REWARD_OFF,0,1,27,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 1)",0.1,0.0,0.1,1,0.061904761904761886,False,False,False,3.497785154251299,10
A2_REWARD_OFF,0,1,28,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.2,0.0,-0.2,0,0.3416666666666666,True,False,False,1.4778950683567622,7
A2_REWARD_OFF,0,1,29,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(4, 3)",-0.2,0.0,-0.2,0,0.3416666666666666,True,False,False,1.1977822783880325,7
A2_REWARD_OFF,0,1,30,FOLLOW_HINT,FOLLOW_HINT {KK_HINT_VALUE},"FOLLOW_HINT {KK_HINT_VALUE}|KK_HINT_VALUE=(5, 0)",0.2,0.0,0.2,2,0.07023809523809522,False,False,False,0.917774433278445,7
A2_REWARD_OFF,0,1,31,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 0)",0.1,0.0,0.1,1,0.07023809523809521,False,False,False,1.4778310971354087,7
A2_REWARD_OFF,0,1,32,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.0,0.0,0.0,0,0.039682539682539666,False,False,False,2.9637565162573467,9
A2_REWARD_OFF,0,1,33,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 3)",-0.2,0.0,-0.2,0,0.35535714285714287,True,False,False,2.885735682924013,7
A2_REWARD_OFF,0,1,34,MOVE_TOWARD,MOVE_TOWARD {KK_FLAG_CELL},"MOVE_TOWARD {KK_FLAG_CELL}|KK_FLAG_CELL=(5, 0)",0.0,0.0,0.0,0,0.04761904761904759,False,False,False,1.2935179316985843,7
A2_REWARD_OFF,0,1,35,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 0)",1.2,1.0,0.2,2,0.4321428571428571,False,True,True,1.3531044396593728,9
A2_REWARD_OFF,0,2,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5,0.0,0.5,5,0.03285714285714284,False,False,False,9.00031450998578,12
A2_REWARD_OFF,0,2,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7000000000000001,0.0,0.7000000000000001,7,0.03333333333333333,False,False,False,8.341421050470334,11
A2_REWARD_OFF,0,2,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.1,0.0,0.1,1,0.05327380952380955,False,False,False,10.75600666407991,5
A2_REWARD_OFF,0,2,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.4,0.0,0.4,4,0.05449735449735452,False,False,False,10.294410572643045,10
A2_REWARD_OFF,0,2,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2,0.0,0.2,2,0.04904761904761903,False,False,False,11.012695055648617,9
A2_REWARD_OFF,0,2,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.1,0.0,0.1,1,0.04642857142857142,False,False,False,4.5114795030860595,7
A2_REWARD_OFF,0,2,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.0,0.0,0.0,0,0.023809523809523794,False,False,False,2.3856649534746244,5
A2_REWARD_OFF,0,2,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 3)",0.2,0.0,0.2,2,0.052678571428571436,False,False,False,6.968800723650418,7
A2_REWARD_OFF,0,2,9,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",0.0,0.0,0.0,0,0.020408163265306114,False,False,False,3.612719388609113,5
A2_REWARD_OFF,0,2,10,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 3)",0.30000000000000004,0.0,0.30000000000000004,3,0.029870129870129884,False,False,False,7.936008937816066,9
A2_REWARD_OFF,0,2,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.30000000000000004,0.0,0.30000000000000004,3,0.027380952380952377,False,False,False,7.4100251962694745,7
A2_REWARD_OFF,0,2,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.0,0.0,0.0,0,0.01785714285714285,False,False,False,3.6685778000237814,5
A2_REWARD_OFF,0,2,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.30000000000000004,0.0,0.30000000000000004,3,0.025274725274725268,False,False,False,7.4722657084567565,7
A2_REWARD_OFF,0,2,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.1,0.0,0.1,1,0.028835978835978826,False,False,False,3.6277757067298064,5
A2_REWARD_OFF,0,2,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 0)",1.4,1.0,0.4,4,0.3780612244897959,False,True,True,7.656537033551592,7
A2_REWARD_OFF,0,3,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5,0.0,0.5,5,0.04571428571428571,False,False,False,10.95052444246846,12
A2_REWARD_OFF,0,3,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7000000000000001,0.0,0.7000000000000001,7,0.028571428571428567,False,False,False,9.0318521884682,11
A2_REWARD_OFF,0,3,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.1,0.0,0.1,1,0.051731601731601705,False,False,False,11.600115452252044,5
A2_REWARD_OFF,0,3,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.4,0.0,0.4,4,0.04682539682539683,False,False,False,11.183570167361722,10
A2_REWARD_OFF,0,3,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2,0.0,0.2,2,0.043223443223443216,False,False,False,11.667703576423367,9
A2_REWARD_OFF,0,3,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.1,0.0,0.1,1,0.03714285714285714,False,False,False,5.121205802306205,7
A2_REWARD_OFF,0,3,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.0,0.0,0.0,0,0.019047619047619053,False,False,False,2.5687329595059722,5
