condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
A4_NO_POLICY_PRIOR,0,0,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,2.07875,5
A4_NO_POLICY_PRIOR,0,0,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.31750000000000006,0.0,0.30000000000000004,3,0.05833333333333337,False,False,False,4.8715625,7
A4_NO_POLICY_PRIOR,0,0,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.11410714285714287,0.0,0.1,1,0.047023809523809516,False,False,False,2.3840624999999998,5
A4_NO_POLICY_PRIOR,0,0,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 0)",0.11685714285714285,0.0,0.1,1,0.05619047619047617,False,False,False,5.812250000000001,7
A4_NO_POLICY_PRIOR,0,0,16,MOVE_TOWARD,MOVE_TOWARD {KK_KEY_CELL},"MOVE_TOWARD {KK_KEY_CELL}|KK_KEY_CELL=(2, 2)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.4681250000000001,4
A4_NO_POLICY_PRIOR,0,0,17,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.4410416666666666,4
A4_NO_POLICY_PRIOR,0,0,18,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 1)",0.520952380952381,0.0,0.5,5,0.06984126984126983,False,False,False,4.728750000000001,6
A4_NO_POLICY_PRIOR,0,0,19,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 2)",0.32528571428571434,0.0,0.30000000000000004,3,0.08428571428571428,False,False,False,3.22725,5
A4_NO_POLICY_PRIOR,0,0,20,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 3)",0.3278571428571429,0.0,0.30000000000000004,3,0.09285714285714285,False,False,False,1.4681250000000001,8
A4_NO_POLICY_PRIOR,0,0,21,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 2)",0.4254761904761905,0.0,0.4,4,0.08492063492063491,False,False,False,3.493333333333333,6
A4_NO_POLICY_PRIOR,0,0,22,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.4762499999999998,5
A4_NO_POLICY_PRIOR,0,0,23,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 2)",0.011904761904761899,0.0,0.0,0,0.039682539682539666,False,False,False,3.0704166666666666,7
A4_NO_POLICY_PRIOR,0,0,24,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 0)",0.008928571428571425,0.0,0.0,0,0.02976190476190475,False,False,False,2.992395833333333,5
A4_NO_POLICY_PRIOR,0,0,25,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",0.1112857142857143,0.0,0.1,1,0.037619047619047614,False,False,False,2.9022500000000004,5
A4_NO_POLICY_PRIOR,0,0,26,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 0)",0.3804761904761905,0.0,0.35000000000000003,4,0.10158730158730166,False,False,False,2.9643749999999995,9
A4_NO_POLICY_PRIOR,0,0,27,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 0)",0.42612244897959184,0.0,0.4,4,0.08707482993197278,False,False,False,5.419464285714286,7
A4_NO_POLICY_PRIOR,0,0,28,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 0)",0.4228571428571429,0.0,0.4,4,0.07619047619047621,False,False,False,6.885781250000001,9
A4_NO_POLICY_PRIOR,0,0,29,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 1)",0.4203174603174603,0.0,0.4,4,0.06772486772486773,False,False,False,8.02625,7
A4_NO_POLICY_PRIOR,0,0,30,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",1.6243571428571428,1.0,0.5,5,0.4145238095238095,False,True,True,8.938625,9
A4_NO_POLICY_PRIOR,0,1,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5140476190476191,0.0,0.5,5,0.046825396825396826,False,False,False,7.739374999999997,12
A4_NO_POLICY_PRIOR,0,1,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7139285714285715,0.0,0.7000000000000001,7,0.04642857142857142,False,False,False,5.697604166666666,11
A4_NO_POLICY_PRIOR,0,1,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.11699999999999999,0.0,0.1,1,0.056666666666666636,False,False,False,8.89725,5
A4_NO_POLICY_PRIOR,0,1,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.42095238095238097,0.0,0.4,4,0.06984126984126984,False,False,False,8.514374999999998,10
A4_NO_POLICY_PRIOR,0,1,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2179591836734694,0.0,0.2,2,0.05986394557823129,False,False,False,9.794464285714284,9
A4_NO_POLICY_PRIOR,0,1,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.11857142857142858,0.0,0.1,1,0.061904761904761886,False,False,False,3.493333333333333,7
A4_NO_POLICY_PRIOR,0,1,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,2.07875,5
A4_NO_POLICY_PRIOR,0,1,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 3)",0.11114285714285714,0.0,0.1,1,0.03714285714285714,False,False,False,5.479125,7
A4_NO_POLICY_PRIOR,0,1,9,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",0.009523809523809521,0.0,0.0,0,0.03174603174603174,False,False,False,4.781041666666667,4
A4_NO_POLICY_PRIOR,0,1,10,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 3)",0.31204081632653063,0.0,0.30000000000000004,3,0.0401360544217687,False,False,False,7.444464285714286,8
A4_NO_POLICY_PRIOR,0,1,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.11410714285714287,0.0,0.1,1,0.047023809523809544,False,False,False,7.290022321428571,6
A4_NO_POLICY_PRIOR,0,1,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 3)",0.11404761904761905,0.0,0.1,1,0.04682539682539682,False,False,False,3.17875,3
A4_NO_POLICY_PRIOR,0,1,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 3)",0.3157142857142858,0.0,0.30000000000000004,3,0.05238095238095238,False,False,False,5.913229166666666,5
A4_NO_POLICY_PRIOR,0,1,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 3)",0.11053571428571429,0.0,0.1,1,0.035119047619047605,False,False,False,4.034062499999999,3
A4_NO_POLICY_PRIOR,0,1,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 3)",0.5125714285714286,0.0,0.5,5,0.04190476190476191,False,False,False,6.623916666666666,5
A4_NO_POLICY_PRIOR,0,1,16,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 2)",0.11112244897959184,0.0,0.1,1,0.03707482993197278,False,False,False,4.662321428571429,4
A4_NO_POLICY_PRIOR,0,1,17,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(3, 2)",0.5109523809523809,0.0,0.5,5,0.036507936507936496,False,False,False,7.964560185185184,8
A4_NO_POLICY_PRIOR,0,1,18,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 3)",0.5233333333333333,0.0,0.5,5,0.07777777777777779,False,False,False,5.884166666666665,7
A4_NO_POLICY_PRIOR,0,1,19,MOVE_TOWARD,MOVE_TOWARD {KK_HINT_CELL},"MOVE_TOWARD {KK_HINT_CELL}|KK_HINT_CELL=(4, 3)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.4681250000000001,7
A4_NO_POLICY_PRIOR,0,1,20,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(4, 2)",0.6346428571428573,0.0,0.6000000000000001,6,0.11547619047619047,False,False,False,1.4681250000000001,10
A4_NO_POLICY_PRIOR,0,1,21,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(5, 3)",0.12785714285714286,0.0,0.1,1,0.09285714285714285,False,False,False,1.4681250000000001,8
A4_NO_POLICY_PRIOR,0,1,22,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,1.4681250000000001,6
A4_NO_POLICY_PRIOR,0,1,23,FOLLOW_HINT,FOLLOW_HINT {KK_HINT_VALUE},"FOLLOW_HINT {KK_HINT_VALUE}|KK_HINT_VALUE=(5, 0)",0.22107142857142859,0.0,0.2,2,0.07023809523809522,False,False,False,0.6285416666666667,6
A4_NO_POLICY_PRIOR,0,1,24,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.09750000000000003,0.0,-0.2,0,0.3416666666666666,True,False,False,1.4681250000000001,5
A4_NO_POLICY_PRIOR,0,1,25,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.13166666666666668,0.0,-0.2,0,0.22777777777777777,True,False,False,-0.7795833333333335,5
A4_NO_POLICY_PRIOR,0,1,26,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.14875000000000002,0.0,-0.2,0,0.1708333333333333,True,False,False,-1.9576041666666664,5
A4_NO_POLICY_PRIOR,0,1,27,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.159,0.0,-0.2,0,0.1366666666666667,True,False,False,-2.7077500000000003,5
A4_NO_POLICY_PRIOR,0,1,28,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.21583333333333332,0.0,-0.25,0,0.11388888888888893,True,False,False,-3.635624999999999,5
A4_NO_POLICY_PRIOR,0,1,29,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.22071428571428572,0.0,-0.25,0,0.0976190476190476,True,False,False,-3.94125,5
A4_NO_POLICY_PRIOR,0,1,30,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.224375,0.0,-0.25,0,0.08541666666666665,True,False,False,-4.278802083333334,5
A4_NO_POLICY_PRIOR,0,1,31,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.22722222222222221,0.0,-0.25,0,0.07592592592592594,True,False,False,-4.565416666666667,5
A4_NO_POLICY_PRIOR,0,1,32,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.2295,0.0,-0.25,0,0.06833333333333332,True,False,False,-4.816375,5
A4_NO_POLICY_PRIOR,0,1,33,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.23136363636363638,0.0,-0.25,0,0.06212121212121211,True,False,False,-5.433068181818182,5
A4_NO_POLICY_PRIOR,0,1,34,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.23291666666666666,0.0,-0.25,0,0.05694444444444444,True,False,False,-5.530312500000001,5
A4_NO_POLICY_PRIOR,0,1,35,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.23423076923076924,0.0,-0.25,0,0.05256410256410252,True,False,False,-5.720929487179488,5
A4_NO_POLICY_PRIOR,0,1,36,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.23535714285714288,0.0,-0.25,0,0.04880952380952378,True,False,False,-5.899791666666667,5
A4_NO_POLICY_PRIOR,0,1,37,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.23633333333333334,0.0,-0.25,0,0.04555555555555555,True,False,False,-6.06925,5
A4_NO_POLICY_PRIOR,0,1,38,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.2371875,0.0,-0.25,0,0.04270833333333332,True,False,False,-6.622734375,5
A4_NO_POLICY_PRIOR,0,1,39,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.23794117647058824,0.0,-0.25,0,0.040196078431372524,True,False,False,-6.669926470588236,5
A4_NO_POLICY_PRIOR,0,1,40,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.2386111111111111,0.0,-0.25,0,0.03796296296296295,True,False,False,-6.820208333333334,5
A4_NO_POLICY_PRIOR,0,1,41,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.23921052631578948,0.0,-0.25,0,0.03596491228070175,True,False,False,-6.9660745614035084,5
A4_NO_POLICY_PRIOR,0,1,42,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.23975000000000002,0.0,-0.25,0,0.034166666666666644,True,False,False,-7.108187500000001,5
A4_NO_POLICY_PRIOR,0,1,43,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.24023809523809525,0.0,-0.25,0,0.03253968253968254,True,False,False,-7.63875,5
A4_NO_POLICY_PRIOR,0,1,44,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.2406818181818182,0.0,-0.25,0,0.031060606060606056,True,False,False,-7.666534090909092,5
A4_NO_POLICY_PRIOR,0,1,45,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.24108695652173914,0.0,-0.25,0,0.02971014492753622,True,False,False,-7.800235507246377,5
A4_NO_POLICY_PRIOR,0,1,46,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.24145833333333333,0.0,-0.25,0,0.028472222222222204,True,False,False,-7.931822916666668,5
A4_NO_POLICY_PRIOR,0,1,47,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.24180000000000001,0.0,-0.25,0,0.02733333333333332,True,False,False,-8.061549999999999,5
A4_NO_POLICY_PRIOR,0,1,48,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.24211538461538462,0.0,-0.25,0,0.02628205128205126,True,False,False,-8.581298076923076,5
A4_NO_POLICY_PRIOR,0,1,49,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.2424074074074074,0.0,-0.25,0,0.025308641975308632,True,False,False,-8.599583333333333,5
A4_NO_POLICY_PRIOR,0,1,50,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.24267857142857144,0.0,-0.25,0,0.02440476190476189,True,False,False,-8.724895833333333,5
A4_NO_POLICY_PRIOR,0,1,51,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.24293103448275863,0.0,-0.25,0,0.02356321839080459,True,False,False,-8.84903735632184,5
A4_NO_POLICY_PRIOR,0,1,52,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.24316666666666667,0.0,-0.25,0,0.022777777777777758,True,False,False,-8.972125,5
A4_NO_POLICY_PRIOR,0,1,53,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(5, 2)",-0.24338709677419354,0.0,-0.25,0,0.022043010752688164,True,False,False,-9.485927419354839,5
A4_NO_POLICY_PRIOR,0,1,54,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(4, 1)",-0.24359375,0.0,-0.25,0,0.02135416666666666,True,False,False,-9.4988671875,5
A4_NO_POLICY_PRIOR,0,1,55,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(3, 1)",-0.24378787878787878,0.0,-0.25,0,0.020707070707070705,True,False,False,-9.619356060606062,5
A4_NO_POLICY_PRIOR,0,1,56,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",-0.2439705882352941,0.0,-0.25,0,0.020098039215686318,True,False,False,-9.739129901960784,5
A4_NO_POLICY_PRIOR,0,1,57,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.24414285714285713,0.0,-0.25,0,0.019523809523809565,True,False,False,-9.85825,5
A4_NO_POLICY_PRIOR,0,1,58,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",-0.24430555555555555,0.0,-0.25,0,0.01898148148148149,True,False,False,-10.3684375,5
